col_0,col_1
428,0.8179719241754912
40,0.8136928746884518
425,0.7758720445245884
420,0.7121825634342253
692,0.7100757022524224
645,0.7073985580375849
803,0.7061152391813674
388,0.7055216146232534
855,0.7053295995783154
185,0.705145795792073
