TargetItem,Peer_Rank,Peer_ItemID,Latent_Similarity,Space_Type
1556,1,628,0.6509024614490846,Top5_MLE
1556,2,2167,0.6433023866908573,Top5_MLE
1556,3,1722,0.6110071080705941,Top5_MLE
1556,4,1917,0.5785282919030987,Top5_MLE
1556,5,1801,0.5625611992823729,Top5_MLE
1499,1,2804,0.628760633446099,Top5_MLE
1499,2,1296,0.6104786572641451,Top5_MLE
1499,3,420,0.5876181430897107,Top5_MLE
1499,4,3623,0.5420762767349953,Top5_MLE
1499,5,4855,0.5391094569136167,Top5_MLE
